评价信息
面料好，穿着舒服。以后就你家了
质量特别好，大小正合适，特别满意
宝贝已经收到，大小很满意，穿着很舒服。
衣服质量很好，和描述一致可以入手
衣服质量非常好，舒适透气，样式设计也不错
宝贝超好，老客户了，衣服一直在他家买，质量，款型，服务态度杠杠滴！！！
很舒服。很合适。过几天再来套加绒加厚的
，联合镇魂珠的力量再度吹响离魂箫。  箫声真正的力量也终于爆发，魔帝被锁住手脚。连城借助这最后的机会，拿起蛛王剑，全力挥剑使出最后的力量，砍向魔帝。剑光一现，魔帝被打成了碎片，化作团团黑烟消失了踪迹。玄灵大陆的幽冥界中，打开了通往另一个世界的大门。他二人都知，魔帝被灭，小檀来此的使命也终将完成，二人有情，可最终也将要面临分离之痛。泪眼婆娑之际，二人再度回忆起在东岳国经历的点点滴滴。在墨连城的嘶吼中，小檀被吸入了漩涡中不见了踪迹。猛然睁眼之际，小檀看见周围熟悉的一切，原来自己已经穿越回到现代，如今正躺在那张古床之上，难道这一切都只是个梦吗？
不错不错  衣服刚好合适  质量可以  物有所值
穿上特别帅！好看，稀罕！！
好看，室友要抢我衣服穿
大小正好穿上很舒服
衣服没有色差，不褪色，是全棉的，式样好，值得购买
质量很好，我弟弟很喜欢，直接寄给弟弟的，没有办法拍照片
衣服很合适   也好看  面料也挺好  完美666
没的说。。非常好。就是现在穿有点热
衣服收到了、质量还可以！就是号有点小了！穿一段时间感觉可以了再拍一套大一号的！
衣服质量很好，孩子也很喜欢，满意物流也快！一
衣服面料是纯棉的，不错的购物，赶快下单吧
客服小良推荐的尺码很合身，儿子身高157，体重120，M码刚刚好，衣服质量也不错，好评！
此用户没有填写评价。
面料穿着舒适 物流速度快
收到后穿上正好
蛮好的，有点味道可以放个香包去下味
穿穿再来追，现在穿的还行不知道洗了以后什么样
总体来说衣服感觉还是挺好的！给大家一个建议，买的时候就按照自己体型买。印花挺好的
衣服款型不错，上身效果也不错，，很喜欢，，过水不掉色，推荐大家囤货
看着还不错，布料算柔软
物美价廉，很有质感的一套衣服
面料很好，大小合适，客服态度很好，第三次购买了，很满意
质量不错，关注了，以后还会来的。面料可以
替舍友买的，质量很好喔，穿着也挺舒服，不错，可以选择入手，（因为实体舍友买的 所以没有拍照片）
上身太帅了，儿子很满意。
物流很快 质量很好 卖家推荐的尺码刚刚好 很满意
料子差，码子偏大，换了几次还是穿着不合适
衣服特别好看 材质也不错
衣服非常合适，儿子非常喜欢，推荐购买。
有点点掉色，不过质量还是可以的，物流很快，孩子很喜欢，再过几天穿正好，不知道起不起球&hellip;
衣服正好现在穿，料子很好！
衣服收到了，质量很好，非常满意，下次还会关顾本店！
物品比我想的要好的多，挺值得这个价格，赞。
衣服，裤子质量非常好，很合身，快递也很快，好穿下次还会再买
面料不错，穿着很舒服，摸起来也很舒服，也特别好看，比较喜欢
朋友穿着很合适，下次还会继续光临呦
衣服挺好的就是上衣和裤子的颜色不一样  上衣属于黑蓝色  裤子是黑色的
看起来面料还是不错滴，尺码应该不是太大，等孩子试穿后再议吧
很好的一次购物！还是比较推荐这家的东西的！
东西已收到，质量非常好，拿着手感也非常好，穿在身上很舒服，下次还会买，服务态度非常好，快递也很来，超赞
不错不错，质量挺好的，划算
真的不错，穿起来显瘦、舒适极了
衣服挺好的，穿上很舒服
衣服质量不错，衣服有点大，裤子穿着合适。
还没有上身试穿，不过质量，蛮喜欢的
穿上很舒服准备在买一套
衣服质量挺好，孩子穿挺帅，客服态度很好
衣服挺好 还没穿 感觉还行 喜欢 下次还来
喜欢，不薄不厚，正适合秋，
幸好买了一条s的裤子，不然就不合适了??
宝贝收到，打开试穿了一下，卖家给出的码数很正，做工质量也很好。好评
衣服非常不错质量很好，一次满意的购物。
图就不晒了.邮的时候害怕质量不好.到手了之后.真的很不错.价格便宜很喜欢.已经收藏下次还会再来
衣服的很好儿子非常喜欢
给弟弟买的衣服 很好看
收到宝贝非常满意，喜欢的赶脚??
很好，穿上以后瞬间就暖和了，适合我！一级开心的购物！
很棒，我很喜欢，我能穿他也能穿????料子也挺厚实
喜欢啊！料子不错！给弟弟买的，他很喜欢
衣服很棒棒，，儿子很满意，，赞赞赞！！
大小刚好 穿着也舒服
这套衣服质量太好了，没想到这个价钱能买到这么好的衣服，老公也喜欢，就是买大了，和客服联系准备换码，喜欢套装朋友可以下单，良心推荐
衣服裤子样子不错，感觉很好看，下次再买吧
质量很棒哦，老弟喜欢，小胖子
此用户没有填写评价。
收到货了，和商家所描述的一样。面料不错，尺码也符合。
宝贝收到了，和描述的一样，面料手感好柔软亲肤！
挺好的，儿子穿起来很帅气的，！
衣服确实不错，我特意买大一码的里面还可以穿衣服，冬天都不会太冷！
穿着挺不错，棒棒哒
衣服收到了，非常好，儿子也很喜欢，下次继续光顾，已经关注了
掉毛，别买
有点脱毛
非常合适，质量也不错
衣服质量很价格适合，服务很好下次再购买。&hellip;
衣服不错，可惜裤子粘毛
外甥收到很喜欢，可以的
很好看，很好看，还这么便宜，质量还好，可以说性价比很高了，回头客值得收藏的店铺，谢谢
已收到，很喜欢，质量也可以，
是这家的老顾客了，衣服特别的划算，品质也高，完全对得起这个价格，衣服穿着很舒适，面料很柔软，有弹性，恩是我喜欢的面料，我觉得很满意的，图案特别清晰，我给大家拍了图片做参考，我觉得特别棒，大家可以看一看，我还会来回购的，这家店的服务还有物流也都让我很满意吗，第二天就到了，我看这家店好像还出了很多新款，打算来回购加绒款的，休闲运动的时候穿，简直不要太棒了
很合身，价格便宜，可以可以
还没穿，试试大小合适，质量看起来不错，希望不起球，发货快。
质量很好，服务很满意。
我还没拆开看  不过发货什么的挺快的   商家人挺好的   下次还会在他家买东西
很合身很舒服的面料
质量不错很满意哦
给我爸买的  舒适度挺好  就是图案有点孩子气   收到货自我感受就是卡通图案   适合二十岁左右的人穿   会衬托得可爱幽默   三十以上的 因人而异吧  个人不太建议   以上纯属个人意见  可参考
穿着很舒服
是棉质的质量超好。
非常满意
挺好的，满意，穿着挺合适，适合学生穿
衣服不错就是不知道图案会不会掉  等穿了一段时间再来追评
特别好，我都买了好多次了，这次买了4套，质量也不错??。儿子很喜欢，会长来的。
帅气好看
不错，穿着刚刚好
"第一映像简直完美,不过裤子衣服做工一般,老板人很有趣,很好说话,衣服设计也很好"
面料很舒服
衣服可以，很合身
这衣服穿的两个字         舒服~
质量不错，老公很喜欢，物超所值，推荐购买
非常不錯，穿上挺適合的
裤子不错，面料挺好，就是薄了些
质量挺好
嗯嗯，自我感觉良好( &bull;?&forall;&bull;? )
给男朋友买的，他说好看，很喜欢，现在天还有点热要过一段时间才能穿
不错 穿起来很年轻 ??  质量很好 值得推荐
衣服很有型，很喜欢，质量手感很不错，我买东西从未写过字评价，这家衣服很赞
儿子蛮喜欢的
儿子穿的挺帅的
很好，一套穿着舒服，而且尺码合适，可以按照店家说的买尺码大小，原本还担心买小了呢
衣服非常完美，
非常满意的衣服
东西不错，相当好的衣服我喜欢
谢谢客服小姐姐给推荐的尺码 穿的特别舒服 特别帅
穿了两三年的panmax，第一次发现原来这家店的衣服也不错，挺适合我这种体重的，哈哈哈。还更便宜。舒适度不遑多让，选择性也更多。以后一定会常来的。
质量不错，弟弟很喜欢
衣机很好很合身，儿子很喜欢。
挺好的  质量也好  值得买
试了试 还行
真的不错，这个给好评绝对，
衣服可以就是有点薄现在穿还是可以
衣服可以，
宝贝收了，太棒了！
不错不错两套都能穿，很合身
衣服不错，儿子很喜欢，满意。
挺好的，比较宽松，舒服！
衣服有色差 上衣和裤子颜色不一样
挺好的，尺码够用，弟弟很喜欢
一针一线出品质，我是真真切切的感受到了做衣服的匠心精神，衣服的品质确实不错，面料摸起来很顺滑，我很满意，老板的包装也还不错，挺特别的，有点档次，卖家的服务态度也很好，我问了很多问题，客服都耐心的给我解答了，真的是专业团队，认真对店铺的，我还会一直来支持的，店铺的图案那么多，衣服的款式那么多，等着我来买买买吧，我也会推荐朋友来买的，真的是相当不错
物流很快，穿上很舒服，这个价格实在公道。
很好看，衣服质感也不错
面料可以，穿在身上好看，喜欢
衣服非常的不错我很喜欢
衣服很好
非常满意，质量很好，价格实惠，五分好评。
质量一般吧，没有想象中的好，不过也物有所值。
质量不错，儿子穿上大小正好
衣服真的很好 穿着很舒服  就是裤子就垃圾了
衣服很好看，而且料很舒服!
格局不错，布料还可以，服务态度还不错，赞??
儿子很喜欢！很合身！
不错不错。店家推荐尺码标准。感觉穿上也挺好看的
帮别人买的，说质量不错，尺码很正！
衣衣收到了卖家发货速度已经是买第二套了不错喜欢
非常棒，物超所值哦！
衣服收到了，弟弟身高172体重200斤，穿上正好。他吃的太胖，在实体店不好买衣服，况且他正在上学，假期少。给他找了好多家都没有他穿的码，以后买衣服就这家了，价钱便宜，质量还好，很满意！
非常好，适合我
儿子很喜欢
客服推荐的尺寸，很好，穿起来很舒服，下次需要了，还会购买！
衣服的款式挺喜欢的，第一次买这种衣服感觉很好。
很好(?▽?)很好(?▽?)，质量很好，物流也快，很棒的一次购物！
衣服很合身 装着才舒服 好评一下(?&bull;??&omega;&bull;???)
衣服洗了，感觉有些掉毛。
收到以后我就马上试穿了一下，没想到正好合适，本以为会瘦呢，太好了，还要再买一套，好评！
质量不错，穿着很舒服，客服推荐的尺码标准
很适合，挺棒的。
美美的合身滴很
挺好，质量不错
非常不错！快递也给力！
收到了，很喜欢特别好看，合身！好评！
儿子挺喜欢的，等天气冷一点再穿，穿过再来评价
面料可以，穿上合身
面料很舒服，很喜欢这种感觉
衣服面料好，穿着很漂亮，客服态度也好，物超所值
卖家服务态度很好，而且衣服也可以
大小合适，质量还可以
衣服穿上非常满意很显瘦啊
非常好刚刚拿回来就洗了，和描述的一样，物流也非常快，客服服务也很好
很好看  好评
很棒  很合身 穿这也舒服
真的非常好
学校统一买的，还没穿，希望洗了之后，不要让人失望
挺到位的，还不错啦，就是我没弄清楚收货地址????????
衣服看起来很不错，准备再买一套。
对于这价位能买到这样的衣服，绝对的赞??
穿上了。很舒服。毕竟我是全村的希望
OK贼帅
很棒！好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评好评
宝贝不错，喜欢??
面料有点薄了
穿着非常舒服诶。。还会再来买的~！
给孩子买的，根据客服的建议，大小刚好。
衣服穿着挺舒服、料子摸起来属于那种不会起球的。但是衣服我个人建议偏大买、我189CM。体重215。买的最大的、稍大一点。正合适。
衣服质量挺好的&hellip;很满意
质量很好，穿上很年轻，帅气。
面料很舒服，老公很喜欢
质量没得说，穿着舒服，好评
真的棒呢！质量好！款式好！物流真的是快！
裤子起球！
货已收到还没试穿包装很好
还可以，穿起也舒服，很满意
衣服很不错，还没有穿，等穿了以后在评论
东西还是很不错的欢迎大家都来买啊
衣服很合身  中途小意外手机打不通  客服耐心帮忙  辛苦快递小哥又跑一趟  辛苦 好评+n
挺便宜的，不错不错
衣服非常喜欢，买大了不换了，还会再买
稍微有这么一点大   其他的还行
里面有球球，掉毛毛
掉色非常严重
非常愉快的一次购物  东西超级棒
衣服很不错，男友很喜欢
此用户没有填写评价。
上衣还可以，裤子一般吧。
衣服收到老公挺喜欢的
质量可以，适合我们穿
还可以??，样子我也喜欢，以后还买
还可以，蛮舒服的布料。
质量很好。就是码子偏大。
太肥大了
面料不错，很透气，我家两百斤的胖子穿着大小正好，很喜欢
衣服不错，穿上很好看，好评
不错上身很舒服
很好看   穿着很舒服
质量不错，物有所值
衣服超好的，好评好评。别犹豫立刻下单
不错，非常好，服务态度很好。
不错，正合适，没有异味，也不掉色，喜欢
穿上很合身，很舒服，值得购买，
很好。不错，
不错。物超所值
好
质量一般吧
衣服完美，特别显瘦哈哈，值得推荐，祝店家生意兴隆
舒服好看帅气
的确是质量不错！显瘦
衣服收到！很满意！非常好！下次还来！
衣服挺好  商家推荐的尺码也正好
很好啊，对于胖子来说，，，不错，完美！！！
挺好看的我比较喜欢的。好评
裤子大了点，衣服挺合适
第三次买了，物美价廉。儿子很喜欢。
穿着舒适舒服了！
上身效果也不错
衣服非常好，还会再光顾的
印花的技术不太好
衣服质量挺好的，很满意。
料子挺好
质量很好，大小合适
上衣很合身，裤子太大
好评   买大了一个号   客服很好   给重新换了一个号      好评
东西还不错，就是还没穿了
货已收到，东西不错，给五星好评。
还不错，弟弟很喜欢
就是裤子有点短
码数很足
宝贝到了非常不错得哦！！！
衣服穿上很舒服   比实体店优惠多了   质量也不算差  值这个价钱
还没穿，不知道怎么样！但是客服很好
宝贝收到了，衣服质量不错，我儿子穿上刚刚好，喜欢的亲可以放心购买哦
给学生买的挺好的
质量好 没毛病 赞一个 很喜欢
质量棒棒哒
